,city,trips_in_first_30_days,avg_rating_of_driver,avg_surge,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,active
23442,Astapor,1,4.0,1.0,iPhone,0.0,False,100.0,6.8,5.0,1.0
23443,Winterfell,2,5.0,1.0,Android,0.0,False,0.0,1.31,4.0,0.0
23444,Winterfell,4,4.7,1.0,Android,0.0,True,95.8,7.4,4.6,0.0
23446,Astapor,1,4.9,1.07,Android,14.3,False,57.1,4.83,4.7,0.0
23447,Winterfell,2,4.1,1.08,iPhone,5.3,False,68.4,7.18,4.8,1.0
23448,Winterfell,3,5.0,1.0,iPhone,0.0,False,20.0,2.55,5.0,0.0
23449,Astapor,1,3.0,1.0,iPhone,0.0,False,0.0,7.4,5.0,0.0
23450,King's Landing,0,5.0,1.0,iPhone,0.0,False,100.0,8.71,5.0,1.0
23451,Winterfell,4,3.8,1.07,iPhone,5.9,False,88.2,3.04,4.7,0.0
23452,Winterfell,0,5.0,1.0,iPhone,0.0,False,75.0,13.04,4.3,0.0
23455,King's Landing,1,5.0,1.17,iPhone,38.5,True,61.5,1.66,5.0,1.0
23457,Winterfell,3,4.5,1.0,iPhone,0.0,False,50.0,6.87,4.3,0.0
23458,Winterfell,2,4.7,1.31,iPhone,33.3,False,66.7,2.04,4.3,1.0
23459,Astapor,2,5.0,1.0,Android,0.0,False,100.0,6.61,5.0,0.0
23462,Astapor,3,4.3,1.23,iPhone,20.0,True,46.7,2.23,4.6,1.0
23463,King's Landing,10,4.8,1.0,iPhone,0.0,True,55.2,4.45,5.0,0.0
23465,Winterfell,4,5.0,1.0,iPhone,0.0,False,80.0,2.28,4.8,0.0
23466,King's Landing,2,5.0,1.0,Android,0.0,True,66.7,5.48,5.0,1.0
23467,Astapor,1,5.0,1.0,iPhone,0.0,True,0.0,4.88,5.0,0.0
23468,Astapor,10,4.7,1.1,iPhone,10.0,False,100.0,3.84,4.7,0.0
23469,King's Landing,0,5.0,1.0,Android,0.0,False,33.3,15.48,5.0,1.0
23470,Astapor,4,4.5,1.05,iPhone,13.3,False,53.3,3.04,4.7,0.0
23471,King's Landing,9,4.7,1.6400000000000001,iPhone,66.7,False,33.3,4.88,5.0,0.0
23472,King's Landing,2,3.0,1.0,Android,0.0,False,100.0,10.6,5.0,0.0
23473,Astapor,0,4.2,1.13,iPhone,16.7,False,100.0,2.69,4.9,1.0
23474,Astapor,0,4.8,1.0,iPhone,0.0,True,0.0,3.05,5.0,0.0
23475,Winterfell,0,4.0,1.0,Android,0.0,False,0.0,6.56,5.0,0.0
23476,King's Landing,4,5.0,1.0,iPhone,0.0,True,66.7,1.91,4.8,1.0
23477,Winterfell,0,5.0,1.0,iPhone,0.0,False,60.0,7.75,4.0,0.0
23478,Winterfell,10,4.1,1.03,iPhone,5.3,True,60.5,1.43,4.3,1.0
23479,Winterfell,1,5.0,1.0,iPhone,0.0,False,100.0,14.02,5.0,0.0
23481,King's Landing,1,5.0,1.03,iPhone,11.8,False,47.1,4.23,5.0,0.0
23483,Astapor,0,5.0,1.0,Android,0.0,False,100.0,4.98,5.0,0.0
23484,King's Landing,1,5.0,1.0,iPhone,0.0,False,100.0,37.02,5.0,0.0
23485,Astapor,6,4.8,1.21,iPhone,22.9,True,54.3,2.53,4.3,1.0
23486,Winterfell,2,5.0,1.0,iPhone,0.0,True,90.9,8.37,5.0,0.0
23487,Winterfell,9,4.7,1.03,iPhone,3.6,True,73.5,3.1,4.6,1.0
23489,King's Landing,1,3.0,1.0,Android,0.0,False,100.0,3.2,1.0,0.0
23490,Winterfell,3,4.0,1.0,Android,0.0,True,25.0,2.68,4.3,0.0
23491,King's Landing,0,4.7,1.0,iPhone,0.0,True,42.9,2.72,5.0,0.0
23492,Winterfell,4,4.8,1.12,iPhone,10.6,True,27.7,3.09,4.5,1.0
23493,Winterfell,2,3.5,1.0,iPhone,0.0,False,100.0,0.59,2.5,0.0
23494,Astapor,0,5.0,1.0,iPhone,0.0,False,33.3,1.09,5.0,0.0
23495,Astapor,0,4.9,1.0,iPhone,0.0,False,61.1,4.76,4.8,1.0
23496,Astapor,1,5.0,1.0,iPhone,0.0,False,0.0,1.41,5.0,0.0
23497,Astapor,3,5.0,1.0,iPhone,0.0,True,71.4,3.35,4.0,1.0
23498,Winterfell,0,5.0,1.0,iPhone,0.0,False,100.0,1.91,5.0,0.0
23499,Astapor,1,5.0,1.0,iPhone,0.0,False,100.0,1.59,5.0,0.0
23500,King's Landing,3,4.0,1.44,iPhone,37.5,False,75.0,3.11,5.0,1.0
23503,King's Landing,7,4.9,1.13,iPhone,17.9,True,57.1,2.46,4.8,1.0
23505,Astapor,1,4.0,1.0,Android,0.0,True,100.0,8.49,5.0,0.0
23506,Astapor,6,4.7,1.13,iPhone,20.0,False,100.0,3.75,4.9,0.0
23507,Winterfell,1,4.7,1.0,iPhone,0.0,True,100.0,9.45,5.0,0.0
23508,Winterfell,0,5.0,1.0,Android,0.0,True,100.0,5.01,5.0,1.0
23510,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,8.05,5.0,0.0
23512,Winterfell,0,4.5,1.0,iPhone,0.0,True,100.0,14.95,4.9,1.0
23513,Winterfell,0,3.0,1.0,iPhone,0.0,False,100.0,2.09,5.0,0.0
23514,Winterfell,0,4.8,1.0,iPhone,0.0,False,0.0,2.36,4.8,1.0
23515,Astapor,2,5.0,2.0,iPhone,50.0,False,0.0,4.94,3.0,0.0
23516,King's Landing,2,5.0,1.0,iPhone,0.0,False,50.0,17.99,5.0,1.0
23518,Astapor,9,4.3,1.27,iPhone,16.7,True,16.7,3.18,4.1,1.0
23519,Winterfell,6,4.5,1.13,iPhone,31.6,False,31.6,2.48,4.8,1.0
23520,Winterfell,0,4.4,1.1,iPhone,20.0,False,20.0,2.59,4.8,0.0
23521,Winterfell,1,4.0,1.0,iPhone,0.0,False,100.0,6.66,5.0,0.0
23523,Winterfell,2,5.0,1.0,iPhone,0.0,False,100.0,9.4,5.0,0.0
23525,King's Landing,12,4.9,1.07,iPhone,17.5,True,62.5,2.85,4.6,1.0
23526,Astapor,0,5.0,1.03,iPhone,11.1,True,55.6,2.14,4.7,1.0
23527,Winterfell,0,5.0,1.0,Android,0.0,True,66.7,13.9,5.0,1.0
23528,Winterfell,2,4.5,1.0,iPhone,0.0,False,25.0,6.33,3.5,0.0
23529,Winterfell,4,5.0,1.0,iPhone,0.0,False,50.0,1.95,4.3,1.0
23530,Astapor,0,4.0,1.0,Android,0.0,False,100.0,5.97,5.0,0.0
23531,Winterfell,4,4.0,1.0,iPhone,0.0,False,33.3,2.36,4.8,0.0
23534,Astapor,2,5.0,1.13,iPhone,12.5,False,50.0,3.68,3.8,0.0
23535,Astapor,3,3.6,1.0,Android,0.0,False,85.7,5.59,4.7,0.0
23536,King's Landing,14,4.8,1.0,iPhone,0.0,True,70.5,2.82,4.6,1.0
23537,Astapor,3,4.4,1.1,iPhone,5.6,True,66.7,4.23,4.9,1.0
23538,Astapor,1,4.8,1.0,iPhone,0.0,True,100.0,3.24,4.8,0.0
23539,Winterfell,3,5.0,1.0,Android,0.0,False,40.0,2.83,4.8,0.0
23540,Astapor,0,4.8,1.19,Android,33.3,False,48.1,4.46,5.0,0.0
23541,Astapor,1,4.5,1.17,iPhone,33.3,False,66.7,3.52,4.3,0.0
23542,King's Landing,1,5.0,1.14,iPhone,11.1,True,44.4,1.96,5.0,1.0
23543,Winterfell,0,5.0,1.0,iPhone,0.0,False,100.0,4.98,5.0,0.0
23544,Winterfell,3,3.7,1.06,Android,25.0,False,62.5,6.42,4.9,0.0
23545,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,3.78,5.0,0.0
23547,Astapor,2,3.5,1.0,iPhone,0.0,True,16.7,6.36,4.8,0.0
23548,King's Landing,1,5.0,1.0,iPhone,0.0,False,100.0,3.9,5.0,0.0
23550,Astapor,1,5.0,1.0,Android,0.0,True,0.0,3.84,5.0,1.0
23552,Winterfell,2,3.8,1.0,iPhone,0.0,False,11.1,2.41,4.4,1.0
23553,Winterfell,1,3.7,1.25,iPhone,40.0,False,40.0,1.3800000000000001,5.0,0.0
23554,Winterfell,20,2.5,1.08,iPhone,11.8,False,70.6,1.8900000000000001,4.5,0.0
23555,Astapor,0,5.0,1.13,iPhone,50.0,False,50.0,3.19,4.5,0.0
23556,Winterfell,0,5.0,1.25,iPhone,33.3,False,66.7,7.02,4.3,1.0
23558,Winterfell,4,4.8,1.44,Android,50.0,False,100.0,2.8,5.0,0.0
23559,Winterfell,8,4.9,1.11,iPhone,28.6,False,42.9,2.95,4.4,1.0
23560,Winterfell,2,5.0,1.0,Android,0.0,False,100.0,1.02,4.5,0.0
23561,Winterfell,1,4.8,1.26,iPhone,14.3,False,85.7,1.74,4.8,1.0
23563,Winterfell,5,4.2,1.03,iPhone,9.1,True,48.5,2.89,4.8,1.0
23564,King's Landing,0,4.6,1.0,iPhone,0.0,True,100.0,5.88,4.9,1.0
23565,Winterfell,4,4.5,1.06,Android,7.7,False,53.8,6.28,4.7,0.0
23566,Winterfell,1,4.6,1.15,iPhone,20.0,False,80.0,8.53,5.0,1.0
23567,Astapor,2,5.0,1.0,Android,0.0,False,100.0,18.4,5.0,0.0
23568,Astapor,1,4.0,2.5,iPhone,100.0,False,100.0,2.64,5.0,0.0
23569,Astapor,0,5.0,1.04,iPhone,16.7,False,83.3,2.34,5.0,0.0
23570,Winterfell,4,5.0,1.0,iPhone,0.0,False,41.2,3.37,4.9,1.0
23572,Winterfell,6,4.4,1.14,Android,28.6,False,42.9,2.19,4.1,0.0
23573,King's Landing,0,5.0,1.0,iPhone,0.0,True,100.0,14.35,3.0,1.0
23574,Winterfell,10,4.6,1.07,iPhone,3.6,False,63.6,4.09,4.6,1.0
23575,Winterfell,2,5.0,1.0,iPhone,0.0,False,50.0,2.89,5.0,0.0
23576,Astapor,5,5.0,1.19,iPhone,16.7,False,50.0,6.41,4.5,1.0
23577,Winterfell,1,4.0,1.0,Android,0.0,False,33.3,2.26,4.7,1.0
23578,Winterfell,0,5.0,1.0,Android,0.0,False,0.0,2.07,5.0,0.0
23579,Astapor,3,4.9,1.11,iPhone,14.3,False,57.1,3.15,4.9,1.0
23581,King's Landing,6,4.6,1.0,iPhone,0.0,True,100.0,13.43,4.9,1.0
23582,Winterfell,2,5.0,1.07,iPhone,7.1,True,71.4,4.19,4.7,1.0
23583,Astapor,7,4.9,1.21,iPhone,11.8,False,70.6,4.76,4.6,1.0
23584,Astapor,1,5.0,1.0,iPhone,0.0,False,100.0,6.73,5.0,0.0
23585,Astapor,2,5.0,1.0,iPhone,0.0,True,0.0,4.6,5.0,0.0
23586,Winterfell,2,5.0,1.0,iPhone,0.0,False,50.0,13.34,5.0,0.0
23587,Astapor,2,5.0,1.0,iPhone,0.0,False,50.0,3.39,5.0,0.0
23588,Astapor,1,4.0,1.0,Android,0.0,False,0.0,3.27,5.0,0.0
23590,Winterfell,16,3.3,1.07,Android,3.1,False,100.0,12.12,4.7,1.0
23591,Astapor,2,5.0,1.75,Android,100.0,False,0.0,6.78,5.0,0.0
23592,Winterfell,3,5.0,1.0,Android,0.0,False,100.0,17.73,5.0,0.0
23593,Winterfell,0,3.8,1.0,Android,0.0,False,25.0,1.18,5.0,0.0
23595,Astapor,1,5.0,1.0,Android,0.0,False,100.0,14.33,5.0,0.0
23596,Astapor,0,5.0,1.0,iPhone,0.0,True,100.0,3.07,5.0,0.0
23597,Winterfell,1,5.0,1.0,iPhone,0.0,False,80.0,7.14,5.0,0.0
23598,Winterfell,1,5.0,1.0,iPhone,0.0,False,100.0,17.34,5.0,0.0
23599,Winterfell,5,4.3,1.06,iPhone,8.3,True,83.3,6.48,4.9,1.0
23600,Winterfell,4,5.0,1.28,iPhone,12.5,False,87.5,2.16,4.8,1.0
23601,Winterfell,3,4.2,1.07,iPhone,12.1,True,54.5,5.78,4.8,1.0
23602,Winterfell,1,3.5,1.0,iPhone,0.0,False,50.0,2.68,4.5,0.0
23603,Winterfell,0,3.8,1.05,iPhone,10.0,False,50.0,3.38,4.7,1.0
23604,Astapor,2,5.0,1.0,iPhone,0.0,True,50.0,12.0,5.0,0.0
23605,King's Landing,0,5.0,1.0,iPhone,0.0,True,80.0,6.75,5.0,0.0
23606,Winterfell,3,5.0,1.0,iPhone,0.0,False,50.0,15.35,4.8,0.0
23607,King's Landing,0,5.0,1.0,iPhone,0.0,True,100.0,10.45,5.0,1.0
23608,Winterfell,1,5.0,1.0,Android,0.0,False,0.0,2.25,5.0,0.0
23609,Winterfell,4,4.8,1.05,iPhone,5.0,False,70.0,4.89,4.8,0.0
23611,Astapor,3,5.0,1.05,iPhone,20.0,False,60.0,1.8,4.0,0.0
23612,King's Landing,2,3.8,1.03,iPhone,12.5,False,50.0,1.17,4.5,0.0
23613,Winterfell,3,4.6,1.0,iPhone,0.0,False,57.1,3.87,4.5,1.0
23614,Winterfell,2,3.5,1.0,iPhone,0.0,True,38.5,7.8,4.5,1.0
23615,Astapor,0,5.0,1.0,Android,0.0,True,100.0,4.44,5.0,0.0
23616,Astapor,0,5.0,1.0,iPhone,0.0,True,33.3,4.87,5.0,0.0
23617,Winterfell,5,4.6,1.06,iPhone,8.8,True,44.1,2.23,4.8,1.0
23618,Astapor,1,4.7,1.18,iPhone,18.2,False,63.6,5.05,4.8,0.0
23619,King's Landing,2,5.0,1.14,iPhone,18.2,False,81.8,4.13,5.0,1.0
23620,Winterfell,8,4.6,1.0,Android,0.0,True,44.0,3.2,4.5,1.0
23621,Astapor,2,4.9,1.0,Android,0.0,False,46.2,3.82,4.8,0.0
23622,Winterfell,1,5.0,1.0,Android,0.0,False,25.0,3.39,4.0,1.0
23623,King's Landing,1,4.0,1.0,iPhone,0.0,True,80.0,6.75,5.0,1.0
23624,Winterfell,0,4.0,1.0,iPhone,0.0,False,100.0,22.4,5.0,1.0
23625,Astapor,0,4.3,1.03,iPhone,11.1,False,100.0,2.19,5.0,0.0
23626,Winterfell,1,5.0,1.0,Android,0.0,False,100.0,2.99,5.0,0.0
23627,Winterfell,1,5.0,1.0,iPhone,0.0,False,100.0,4.24,4.0,0.0
23629,King's Landing,3,4.2,1.09,iPhone,37.5,True,37.5,3.49,4.3,1.0
23630,Astapor,0,4.0,1.0,iPhone,0.0,True,100.0,25.51,5.0,0.0
23631,Winterfell,2,5.0,1.0,iPhone,0.0,False,0.0,3.28,5.0,0.0
23632,Astapor,2,4.9,1.0,Android,0.0,True,71.4,4.52,4.4,1.0
23635,Astapor,2,4.5,1.34,iPhone,18.2,True,36.4,3.1,4.8,1.0
23637,King's Landing,0,5.0,1.0,iPhone,0.0,False,100.0,8.02,5.0,1.0
23638,Astapor,0,5.0,1.0,iPhone,0.0,True,100.0,11.64,5.0,1.0
23639,Astapor,1,5.0,1.0,iPhone,0.0,False,100.0,1.95,5.0,0.0
23640,Astapor,0,5.0,1.0,iPhone,0.0,True,100.0,7.11,5.0,0.0
23641,Winterfell,1,5.0,1.0,Android,0.0,False,100.0,7.04,5.0,0.0
23642,Winterfell,0,3.7,1.21,Android,42.9,False,85.7,3.26,4.8,0.0
23643,King's Landing,0,4.2,1.0,iPhone,0.0,True,100.0,4.34,3.6,1.0
23644,Astapor,0,4.5,1.06,iPhone,17.6,False,70.6,2.89,4.8,1.0
23646,Winterfell,0,5.0,1.0,Android,0.0,False,0.0,8.26,5.0,0.0
23647,Winterfell,7,4.7,1.2,iPhone,28.1,False,12.5,4.48,4.7,1.0
23649,Astapor,0,5.0,1.33,Android,33.3,False,33.3,2.1,5.0,0.0
23650,Astapor,1,5.0,1.19,iPhone,25.0,False,50.0,6.53,5.0,0.0
23652,Astapor,0,5.0,1.05,Android,18.2,False,45.5,2.9,4.8,0.0
23653,King's Landing,1,5.0,1.07,iPhone,11.8,False,88.2,4.29,5.0,1.0
23654,Astapor,3,3.3,1.12,iPhone,23.5,True,29.4,6.45,5.0,1.0
23655,Astapor,1,5.0,1.0,iPhone,0.0,False,0.0,1.35,5.0,0.0
23656,Astapor,3,5.0,1.16,iPhone,9.1,True,63.6,2.29,5.0,0.0
23657,Winterfell,4,4.1,1.13,iPhone,5.6,True,66.7,1.55,4.5,1.0
23658,Astapor,0,5.0,1.0,Android,0.0,False,100.0,14.09,5.0,0.0
23659,Astapor,2,5.0,1.19,iPhone,25.0,False,75.0,1.47,5.0,0.0
23661,Astapor,1,5.0,1.0,Android,0.0,False,100.0,2.54,5.0,0.0
23662,Astapor,3,5.0,1.01,iPhone,2.5,False,90.0,3.3,4.7,1.0
23663,Astapor,2,5.0,1.0,Android,0.0,True,50.0,3.19,5.0,1.0
23664,Winterfell,2,5.0,1.0,iPhone,0.0,True,42.9,4.81,4.4,1.0
23665,Winterfell,2,3.0,1.0,iPhone,0.0,True,100.0,11.54,4.5,0.0
23666,Winterfell,0,5.0,1.42,iPhone,33.3,False,77.8,6.47,5.0,1.0
23667,Winterfell,5,3.3,1.0,iPhone,0.0,True,73.3,3.02,3.9,1.0
23668,King's Landing,0,4.0,1.0,iPhone,0.0,False,0.0,2.52,5.0,1.0
23670,Winterfell,2,3.9,1.07,iPhone,10.7,True,92.9,3.86,4.9,1.0
23672,King's Landing,2,5.0,1.58,iPhone,33.3,False,66.7,1.12,5.0,1.0
23674,Winterfell,2,4.3,1.0,iPhone,0.0,False,60.0,1.74,5.0,0.0
23675,Astapor,2,4.5,1.0,iPhone,0.0,False,70.4,3.19,4.5,1.0
23676,King's Landing,2,3.0,1.0,iPhone,0.0,False,80.0,21.01,5.0,1.0
23678,Astapor,4,5.0,1.08,Android,4.5,True,68.2,4.64,4.7,1.0
23679,Astapor,0,5.0,1.0,Android,0.0,False,25.0,5.82,5.0,0.0
23680,Winterfell,1,4.0,1.0,iPhone,0.0,False,0.0,1.82,5.0,0.0
23681,Astapor,5,3.1,1.02,iPhone,7.1,True,75.0,3.14,4.4,1.0
23682,Winterfell,2,5.0,1.0,iPhone,0.0,False,0.0,2.25,5.0,0.0
23683,Astapor,1,3.5,1.0,Android,0.0,True,62.5,1.36,4.9,1.0
23684,Winterfell,2,4.5,1.0,iPhone,0.0,False,50.0,4.66,4.9,1.0
23685,Astapor,1,4.7,1.0,Android,0.0,False,25.0,3.97,4.5,1.0
23686,Astapor,0,4.5,1.0,iPhone,0.0,False,100.0,1.51,4.8,0.0
23687,King's Landing,13,4.9,1.05,iPhone,4.7,True,90.7,4.14,5.0,1.0
23688,Winterfell,8,4.9,1.1,Android,15.0,True,45.0,3.72,5.0,0.0
23689,Astapor,38,4.8,1.04,iPhone,6.6,False,71.5,1.22,4.5,1.0
23690,King's Landing,0,5.0,1.33,iPhone,33.3,False,0.0,1.54,4.7,0.0
23692,Astapor,1,5.0,1.0,Android,0.0,False,100.0,4.42,5.0,0.0
23693,Winterfell,3,5.0,1.0,iPhone,0.0,False,0.0,1.87,4.7,0.0
23695,Winterfell,2,4.5,1.5,iPhone,50.0,False,50.0,4.99,4.5,0.0
23696,Astapor,0,5.0,1.6300000000000001,Android,50.0,False,0.0,3.37,5.0,0.0
23697,Winterfell,2,4.9,1.0,iPhone,0.0,False,59.6,2.36,4.6,1.0
23698,Astapor,0,4.0,1.0,iPhone,0.0,False,100.0,3.42,5.0,0.0
23699,Astapor,6,4.6,1.29,Android,16.7,True,50.0,3.26,4.7,0.0
23700,King's Landing,0,5.0,1.0,Android,0.0,True,0.0,1.77,5.0,0.0
23701,Astapor,2,3.8,1.33,Android,16.7,True,66.7,5.59,4.3,0.0
23702,Astapor,4,4.9,1.05,Android,10.5,True,84.2,3.93,4.7,1.0
23703,King's Landing,0,5.0,1.3800000000000001,iPhone,100.0,False,100.0,1.5,5.0,0.0
23704,Winterfell,0,4.0,1.0,iPhone,0.0,False,0.0,9.25,4.0,1.0
23705,Winterfell,0,5.0,1.0,iPhone,0.0,False,100.0,17.39,4.0,1.0
23706,Winterfell,3,5.0,1.0,iPhone,0.0,True,75.0,10.66,4.9,1.0
23707,Winterfell,1,4.1,1.0,iPhone,0.0,True,91.9,5.83,4.3,1.0
23708,Winterfell,2,4.5,2.38,iPhone,100.0,True,100.0,8.99,5.0,0.0
23709,Astapor,2,5.0,1.0,Android,0.0,False,50.0,3.35,5.0,0.0
23710,Astapor,11,4.6,1.0,Android,0.0,False,39.5,2.4,4.6,1.0
23711,Winterfell,10,4.9,1.0,Android,0.0,True,88.2,1.48,4.8,1.0
23712,Winterfell,4,4.7,1.06,Android,5.9,True,67.6,3.78,4.6,1.0
23713,Winterfell,2,4.5,1.5,iPhone,66.7,False,0.0,15.44,4.3,1.0
23714,King's Landing,0,4.7,1.3800000000000001,iPhone,50.0,False,0.0,5.58,5.0,1.0
23715,Winterfell,12,4.3,1.0,iPhone,0.0,True,51.1,2.33,4.8,1.0
23716,Winterfell,2,5.0,1.0,Android,0.0,False,100.0,4.34,5.0,0.0
23719,Winterfell,1,5.0,1.0,iPhone,0.0,False,57.1,9.28,5.0,0.0
23720,Astapor,11,4.3,1.01,iPhone,2.3,True,52.3,2.38,4.7,1.0
23721,Winterfell,0,5.0,1.0,Android,0.0,True,100.0,3.77,5.0,0.0
23724,Winterfell,1,4.0,1.06,iPhone,25.0,False,50.0,3.59,5.0,0.0
23725,Winterfell,7,4.4,1.0,Android,0.0,False,61.1,5.36,4.5,1.0
23726,King's Landing,1,5.0,1.0,iPhone,0.0,True,66.7,4.87,5.0,1.0
23727,Astapor,1,4.0,1.0,iPhone,0.0,False,50.0,3.98,5.0,0.0
23729,King's Landing,0,5.0,1.2,iPhone,40.0,False,100.0,5.13,4.0,0.0
23730,Astapor,3,3.3,1.05,iPhone,6.3,True,28.1,2.75,4.3,1.0
23732,King's Landing,0,5.0,1.0,Android,0.0,False,0.0,8.75,5.0,0.0
23733,Winterfell,2,3.7,1.0,Android,0.0,False,90.0,5.09,4.9,0.0
23734,Astapor,9,5.0,1.08,iPhone,11.1,False,100.0,17.04,5.0,0.0
23735,King's Landing,1,5.0,1.13,iPhone,50.0,False,100.0,9.73,5.0,0.0
23736,Winterfell,3,4.3,1.2,iPhone,20.0,True,40.0,4.06,4.4,1.0
23737,Astapor,0,5.0,1.0,iPhone,0.0,False,0.0,1.92,5.0,0.0
23738,Winterfell,2,5.0,1.0,iPhone,0.0,False,0.0,14.86,5.0,0.0
23739,Astapor,2,5.0,1.09,Android,18.2,False,45.5,3.84,4.8,0.0
23741,King's Landing,3,4.6,1.1,iPhone,16.7,True,41.7,3.77,4.8,1.0
23742,Winterfell,2,5.0,1.2,iPhone,30.0,False,80.0,2.63,4.9,0.0
23743,Winterfell,3,5.0,1.25,iPhone,11.1,True,66.7,2.37,4.4,1.0
23744,King's Landing,4,4.4,1.15,iPhone,19.4,False,66.7,2.11,4.6,1.0
23745,Astapor,1,5.0,1.31,iPhone,11.1,False,33.3,4.28,4.9,1.0
23746,King's Landing,7,5.0,1.23,iPhone,23.1,False,100.0,1.6400000000000001,4.9,1.0
23748,Winterfell,4,4.0,1.0,iPhone,0.0,False,100.0,13.09,4.3,1.0
23749,Winterfell,5,4.7,1.2,iPhone,13.7,True,47.1,3.14,4.6,1.0
23750,Winterfell,0,5.0,2.0,iPhone,100.0,False,0.0,3.0,5.0,1.0
23752,King's Landing,1,5.0,1.0,Android,0.0,True,100.0,2.99,5.0,0.0
23753,Astapor,2,5.0,1.13,iPhone,50.0,False,50.0,2.35,5.0,0.0
23754,Astapor,3,5.0,1.0,iPhone,0.0,False,100.0,2.49,5.0,0.0
23755,King's Landing,1,5.0,1.0,iPhone,0.0,False,0.0,26.92,5.0,0.0
23756,Astapor,0,3.6,1.0,iPhone,0.0,False,86.4,6.03,4.6,1.0
23758,Winterfell,4,4.5,1.0,iPhone,0.0,True,100.0,6.76,4.9,0.0
23759,Astapor,6,4.8,1.07,iPhone,14.3,False,71.4,4.03,5.0,0.0
23760,Winterfell,1,4.0,1.0,Android,0.0,False,100.0,0.43,3.0,0.0
23761,Astapor,0,5.0,1.0,Android,0.0,True,50.0,5.55,4.0,0.0
23762,Winterfell,7,4.7,1.01,iPhone,1.9000000000000001,True,81.1,6.17,4.8,1.0
23763,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,14.68,5.0,0.0
23764,Winterfell,1,4.8,1.0,iPhone,0.0,True,50.0,5.99,4.6,1.0
23765,Winterfell,0,3.0,1.0,iPhone,0.0,False,100.0,12.94,5.0,0.0
23767,Winterfell,4,4.7,1.02,Android,10.0,False,60.0,2.85,5.0,0.0
23768,Astapor,2,4.6,1.0,iPhone,0.0,False,57.1,1.55,4.9,1.0
23769,Winterfell,7,4.7,1.0,iPhone,0.0,True,20.0,10.31,4.9,1.0
23770,Winterfell,1,5.0,1.0,iPhone,0.0,False,0.0,2.47,5.0,0.0
23772,Winterfell,0,3.7,1.0,iPhone,0.0,False,33.3,1.05,3.7,0.0
23773,Winterfell,1,5.0,1.0,Android,0.0,True,100.0,0.8200000000000001,5.0,0.0
23774,Winterfell,0,5.0,1.0,iPhone,0.0,True,40.0,5.21,5.0,1.0
23775,Winterfell,1,5.0,1.0,iPhone,0.0,False,100.0,4.4,5.0,0.0
23776,Winterfell,1,4.2,1.13,Android,33.3,False,100.0,2.64,4.5,1.0
23778,Winterfell,3,3.5,1.0,iPhone,0.0,False,100.0,1.33,4.3,0.0
23779,King's Landing,2,4.0,1.0,iPhone,0.0,False,44.4,1.26,5.0,1.0
23781,Winterfell,1,4.0,1.0,iPhone,0.0,False,100.0,7.02,3.0,0.0
23782,King's Landing,1,4.7,1.06,iPhone,9.5,True,81.0,15.52,4.9,1.0
23783,Astapor,2,3.8,1.02,Android,8.3,True,58.3,3.91,4.6,0.0
23784,Winterfell,3,4.0,1.0,iPhone,0.0,True,100.0,4.96,5.0,1.0
23785,Astapor,6,5.0,1.46,iPhone,44.4,True,50.0,4.51,4.9,1.0
23787,Winterfell,0,5.0,1.0,Android,0.0,False,100.0,15.44,3.0,0.0
23788,King's Landing,0,4.0,1.08,iPhone,33.3,True,33.3,5.62,5.0,1.0
23789,Astapor,1,5.0,1.0,iPhone,0.0,False,100.0,15.93,3.0,0.0
23790,Astapor,3,5.0,1.0,iPhone,0.0,False,66.7,3.0,5.0,0.0
23791,Astapor,0,4.5,1.0,iPhone,0.0,False,100.0,4.66,5.0,0.0
23792,Winterfell,8,4.6,1.0,iPhone,0.0,True,100.0,3.39,5.0,0.0
23794,Winterfell,0,5.0,1.0,iPhone,0.0,True,18.2,5.42,4.9,0.0
23795,Winterfell,2,4.0,1.0,iPhone,0.0,True,0.0,5.02,4.8,0.0
23797,Astapor,2,5.0,2.5,iPhone,100.0,False,0.0,7.95,5.0,0.0
23798,Winterfell,1,2.0,1.0,iPhone,0.0,True,0.0,2.97,5.0,0.0
23799,King's Landing,2,5.0,1.0,Android,0.0,True,50.0,0.84,5.0,0.0
23800,Winterfell,2,5.0,1.25,iPhone,50.0,False,0.0,10.1,5.0,0.0
23801,King's Landing,1,5.0,1.0,iPhone,0.0,True,25.0,15.41,5.0,1.0
23802,Winterfell,5,5.0,1.0,iPhone,0.0,False,57.1,1.82,4.9,1.0
23803,Winterfell,1,5.0,1.55,iPhone,40.0,False,80.0,1.46,4.8,0.0
23804,King's Landing,3,4.6,1.11,iPhone,18.8,True,100.0,3.33,4.9,0.0
23805,Winterfell,4,4.8,1.0,Android,0.0,True,65.2,2.85,4.8,1.0
23806,Astapor,0,5.0,1.0,iPhone,0.0,False,100.0,4.79,5.0,0.0
23808,King's Landing,1,4.0,1.0,iPhone,0.0,False,100.0,8.81,5.0,0.0
23809,King's Landing,15,4.9,1.06,iPhone,9.8,True,48.8,2.32,5.0,1.0
23810,King's Landing,1,5.0,1.5,iPhone,50.0,True,100.0,4.18,5.0,1.0
